,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810
283,96.19280885,93.49899594,90.4686104,87.06265249,83.52338968,79.82989382,76.35167724,72.92861977,69.73458081,66.77448656,63.95291947,61.36246214,58.84793891,56.48864433,54.27260607,52.28302276,50.43992183,48.66252372,46.97652906,45.3201,43.89461843,42.47556539,41.17013888,39.88423806,38.62020582,37.45087908,36.39157004,35.4159671,34.44280358,33.44150946,32.53507194,31.72091269,31.00350005,30.22880504,29.43851406,28.71837516,28.08554622,27.43984831,26.8307812,25.67478293,24.63847756,23.66604622,22.83442055,21.94528124,21.23028358,20.54725374,19.92951662,19.43712118,18.95388306,18.44157606,18.05102321,17.61209544,17.25637184,16.90338696,16.63577383,15.85257722,15.07958424,14.47485387,13.98958964,13.39011572,12.94307472,12.53533777,12.12531272,11.73746448,11.36110674,10.97971482,10.61029726,10.38767395,10.12678113,9.841435154
